2260,2783,3856,601,2088,1248,2501,1329,4365,3745,2053,0,3182,2471,3260,1522,3269,2096,1156,2945,775,1581,3202,1668,1596,1373,2140,2593,501,2837,2679,3030,3798,2704,2646,1336,1922,1233,2313,1250,2101,4099,2223,4178,3211,3061,1971,653,1025,3188,692,2638,2163,2249,2119,3901,1038,3929,3016,1136,3383,2962,3824,3006,2990,2239,1007,3478,4098,1117
2804,1721,3954,2700,1431,3304,3423,2070,3392,2301,1345,3182,0,774,808,4217,1241,3335,2425,3191,3655,4177,2141,3519,3472,2219,1945,1412,2688,1510,2441,2833,3175,1909,538,4162,2304,3535,904,3965,4754,941,3838,3423,866,3771,2344,3611,4182,234,3081,943,3251,4386,3217,806,3545,3355,648,4008,785,417,2287,2816,566,1536,3720,1195,2472,2150
2116,1239,3440,1955,1123,2531,2734,1520,3116,2084,579,2471,774,0,885,3444,1119,2995,1881,2593,3015,3403,1755,2755,3006,1719,1252,1403,1992,1078,1857,2293,2779,1908,360,3393,1993,2761,504,3194,3980,1635,3097,3084,870,3134,2048,2859,3448,880,2467,434,2937,3623,2895,1574,2773,2961,1007,3243,978,780,2106,2272,923,1337,2951,1229,2347,1527
2298,1071,3232,2698,1957,3068,2896,2404,2588,1496,1210,3260,808,885,0,4023,443,3864,2764,2554,3860,3958,1391,3193,3891,2604,1517,2105,2806,852,1820,2154,2403,2620,989,4014,2847,3318,1331,3801,4509,1090,3412,2630,84,3162,2898,3560,4186,1042,3330,624,3799,4027,3759,1411,3379,2580,1429,3889,137,1170,1479,2141,1339,2135,3583,399,1666,2396
2106,3189,3254,1638,3439,959,1930,2750,4179,3935,2891,1522,4217,3444,4023,0,3866,3573,2653,2571,1973,142,3404,1002,3013,2849,2554,3978,1896,3337,2720,2868,3580,4169,3722,239,3430,706,3474,281,590,5036,1304,3928,3953,2364,3482,870,1024,4290,2189,3432,3653,909,3612,5007,674,3652,4233,414,4160,4110,4035,2851,4184,3636,547,4106,4280,2497
1998,736,2804,2681,2241,2907,2570,2577,2151,1061,1241,3269,1241,1119,443,3866,0,4104,2926,2171,3925,3788,961,2977,4071,2794,1312,2461,2851,542,1462,1754,1961,2976,1326,3882,3112,3161,1615,3664,4317,1452,3135,2187,376,2788,3167,3491,4136,1474,3429,722,4050,3778,4008,1845,3249,2137,1840,3775,525,1576,1053,1742,1748,2445,3465,243,1261,2524
4017,3966,5670,2358,1920,3296,4424,1591,5843,4954,2979,2096,3335,2995,3864,3573,4104,0,1320,4715,1667,3652,4495,3721,615,1354,3511,2012,1950,3903,4216,4653,5360,1684,2901,3358,1031,3321,2535,3318,4119,4221,4277,5726,3860,4983,992,2714,2748,3196,1404,3384,135,4345,138,3718,3134,5523,2807,3162,3934,2939,5001,4628,2847,1802,3093,4224,5265,1758
2708,2689,4358,1146,1077,2134,3148,361,4537,3689,1725,1156,2425,1881,2764,2653,2926,1320,0,3402,1294,2694,3206,2546,1147,241,2197,1504,776,2651,2898,3333,4044,1553,1907,2483,778,2222,1525,2374,3241,3365,3087,4412,2742,3700,833,1800,2125,2359,707,2208,1322,3280,1274,3022,2079,4205,2082,2285,2859,2105,3744,3308,2082,1155,2114,3081,4014,442
702,1489,956,2438,3404,1844,659,3200,1609,1641,2124,2945,3191,2593,2554,2571,2171,4715,3402,0,3718,2441,1273,1586,4392,3428,1385,3871,2826,1708,750,447,1014,4310,2951,2713,3996,2035,2982,2512,2782,3622,1358,1357,2470,620,4062,2723,3325,3384,3490,2260,4724,2041,4676,3937,2239,1081,3598,2717,2671,3357,1745,450,3511,3665,2460,2385,1922,2980
3035,3501,4621,1346,2369,1972,3256,1611,5135,4481,2685,775,3655,3015,3860,1973,3925,1667,1294,3718,0,2073,3945,2374,1067,1534,2877,2788,1077,3533,3446,3804,4571,2754,3121,1743,1895,1902,2753,1748,2484,4594,2916,4951,3822,3811,1922,1180,1081,3617,588,3252,1770,2822,1735,4300,1684,4704,3369,1559,3973,3370,4557,3780,3362,2445,1570,4119,4831,1506
1993,3102,3113,1645,3445,890,1796,2773,4050,3827,2843,1581,4177,3403,3958,142,3788,3652,2694,2441,2073,0,3300,884,3102,2882,2476,3987,1928,3255,2612,2746,3452,4194,3690,368,3472,644,3454,334,585,4982,1163,3797,3887,2223,3526,939,1154,4258,2260,3374,3729,778,3687,4972,658,3521,4215,518,4095,4084,3928,2730,4163,3648,580,4029,4170,2516
1325,539,1843,2604,2809,2486,1786,2904,1376,550,1529,3202,2141,1755,1391,3404,961,4495,3206,1273,3945,3300,0,2425,4332,3141,1068,3156,2891,677,699,831,1039,3654,2068,3475,3591,2734,2242,3255,3763,2400,2436,1329,1313,1892,3654,3240,3896,2363,3546,1330,4468,3120,4422,2802,2877,1221,2673,3412,1486,2410,641,825,2580,3051,3109,1144,906,2766
1110,2266,2351,1400,3045,425,974,2507,3186,2946,2176,1668,3519,2755,3193,1002,2977,3721,2546,1586,2374,884,2425,0,3259,2677,1679,3590,1792,2436,1732,1866,2587,3890,3078,1127,3295,490,2908,926,1348,4254,557,2942,3117,1482,3357,1236,1771,3633,2338,2647,3770,870,3723,4325,714,2667,3663,1137,3330,3494,3048,1849,3599,3282,906,3220,3287,2241
3690,3825,5337,1966,2046,2836,4036,1494,5639,4827,2870,1596,3472,3006,3891,3013,4071,615,1147,4392,1067,3102,4332,3259,0,1287,3297,2285,1567,3795,3969,4384,5121,2070,2986,2791,1258,2828,2603,2770,3544,4397,3816,5496,3874,4599,1249,2173,2148,3368,926,3350,734,3821,709,3965,2628,5275,3023,2599,3979,3108,4885,4359,3046,2004,2561,4220,5156,1573
2745,2613,4383,1288,843,2275,3218,238,4491,3605,1629,1373,2219,1719,2604,2849,2794,1354,241,3428,1534,2882,3141,2677,1287,0,2168,1263,954,2557,2882,3327,4017,1331,1712,2688,618,2382,1329,2568,3438,3157,3207,4379,2587,3761,681,2006,2358,2142,948,2072,1332,3439,1285,2794,2253,4183,1851,2491,2692,1886,3654,3302,1855,914,2305,2937,3921,456
865,665,2299,1540,2028,1595,1485,1930,2343,1605,740,2140,1945,1252,1517,2554,1312,3511,2197,1385,2877,2476,1068,1679,3297,2168,0,2486,1825,784,724,1180,1850,2931,1611,2577,2686,1850,1601,2358,3009,2590,1912,2215,1439,1889,2751,2238,2894,2104,2484,1013,3498,2511,3451,2741,1948,2016,2256,2480,1653,2031,1684,1156,2173,2288,2170,1553,1958,1755
3287,2632,4773,2342,547,3244,3868,1264,4519,3478,1750,2593,1412,1403,2105,3978,2461,2012,1504,3871,2788,3987,3156,3590,2285,1263,2486,0,2118,2481,3178,3631,4172,515,1135,3848,1028,3411,918,3699,4565,2230,4055,4485,2131,4345,1045,3187,3604,1231,2208,1836,1909,4430,1882,1706,3332,4353,811,3659,2134,995,3492,3608,867,354,3432,2502,3720,1492
2124,2431,3770,408,1600,1372,2481,862,4132,3420,1615,501,2688,1992,2806,1896,2851,1950,776,2826,1077,1928,2891,1792,1567,954,1825,2118,0,2457,2444,2839,3591,2273,2150,1743,1551,1447,1813,1615,2486,3611,2342,3970,2763,3043,1608,1071,1524,2688,673,2190,1988,2505,1940,3400,1304,3737,2516,1549,2925,2461,3492,2814,2489,1767,1351,3049,3767,628
1465,220,2444,2238,2151,2379,2050,2325,2041,1053,928,2837,1510,1078,852,3337,542,3903,2651,1708,3533,3255,677,2436,3795,2557,784,2481,2457,0,968,1327,1711,2982,1391,3361,2963,2634,1570,3142,3778,1938,2596,2006,768,2312,3024,3003,3655,1721,3075,653,3866,3236,3821,2230,2731,1893,2006,3262,977,1745,1098,1311,1913,2387,2952,785,1364,2223
626,749,1595,2103,2741,1826,1120,2646,1691,1215,1429,2679,2441,1857,1820,2720,1462,4216,2898,750,3446,2612,699,1732,3969,2882,724,3178,2444,968,0,458,1152,3638,2212,2804,3410,2066,2272,2585,3065,2900,1743,1528,1736,1344,3475,2627,3276,2634,3116,1511,4209,2423,4161,3191,2226,1308,2858,2754,1942,2613,1316,434,2770,2999,2458,1690,1560,2458
802,1112,1147,2477,3198,2050,1041,3092,1355,1201,1885,3030,2833,2293,2154,2868,1754,4653,3333,447,3804,2746,831,1866,4384,3327,1180,3631,2839,1327,458,0,769,4094,2644,2984,3863,2269,2722,2773,3137,3206,1735,1148,2072,1062,3929,2901,3532,3037,3512,1925,4650,2427,4602,3555,2454,901,3285,2963,2265,3034,1306,25,3195,3457,2684,1958,1497,2897
1567,1541,958,3239,3791,2805,1671,3779,599,1019,2478,3798,3175,2779,2403,3580,1961,5360,4044,1014,4571,3452,1039,2587,5121,4017,1850,4172,3591,1711,1152,769,0,4661,3102,3714,4521,3015,3254,3508,3793,3337,2366,380,2329,1447,4586,3666,4291,3399,4264,2363,5348,3041,5301,3803,3208,182,3712,3706,2483,3449,1097,792,3619,4042,3435,2100,1149,3603
3698,3125,5229,2562,907,3517,4258,1421,5023,3988,2209,2704,1909,1908,2620,4169,2976,1684,1553,4310,2754,4194,3654,3890,2070,1331,2931,515,2273,2982,3638,4094,4661,0,1650,4015,863,3658,1412,3888,4759,2677,4384,4981,2646,4757,846,3336,3674,1713,2206,2342,1565,4702,1547,2097,3551,4841,1281,3819,2646,1492,4004,4071,1350,646,3622,3017,4234,1682
2474,1569,3789,2174,982,2831,3092,1548,3408,2350,917,2646,538,360,989,3722,1326,2901,1907,2951,3121,3690,2068,3078,2986,1712,1611,1135,2150,1391,2212,2644,3102,1650,0,3655,1875,3053,383,3464,4271,1473,3439,3394,1005,3494,1922,3088,3649,568,2550,739,2829,3948,2791,1287,3048,3284,647,3496,1040,424,2360,2623,563,1146,3213,1378,2585,1615
2203,3226,3434,1523,3314,992,2086,2604,4313,4014,2854,1336,4162,3393,4014,239,3882,3358,2483,2713,1743,368,3475,1127,2791,2688,2577,3848,1743,3361,2804,2984,3714,4015,3655,0,3256,741,3389,220,768,5003,1494,4069,3947,2546,3306,684,787,4223,1986,3411,3442,1145,3401,4942,635,3794,4142,200,4149,4032,4112,2966,4098,3501,442,4120,4363,2358
3326,3053,4947,1903,893,2892,3821,813,4962,4015,2062,1922,2304,1993,2847,3430,3112,1031,778,3996,1895,3472,3591,3295,1258,618,2686,1028,1551,2963,3410,3863,4521,863,1875,3256,0,2993,1516,3151,4016,3198,3825,4873,2848,4357,66,2572,2848,2169,1362,2401,954,4051,916,2723,2855,4693,1793,3057,2912,1911,4053,3838,1827,776,2892,3217,4309,1066
1476,2492,2836,1098,2865,255,1453,2242,3613,3274,2199,1233,3535,2761,3318,706,3161,3321,2222,2035,1902,644,2734,490,2828,2382,1850,3411,1447,2634,2066,2269,3015,3658,3053,741,2993,0,2829,521,1219,4338,1014,3380,3248,1972,3051,747,1293,3620,1920,2730,3380,1058,3335,4332,224,3108,3591,694,3455,3452,3371,2250,3537,3082,425,3401,3624,1978
2437,1714,3867,1880,629,2623,3040,1167,3611,2588,861,2313,904,504,1331,3474,1615,2535,1525,2982,2753,3454,2242,2908,2603,1329,1601,918,1813,1570,2272,2722,3254,1412,383,3389,1516,2829,0,3208,4038,1845,3315,3569,1333,3486,1567,2793,3328,876,2177,938,2468,3775,2429,1588,2801,3435,762,3221,1399,651,2610,2699,710,833,2950,1703,2851,1250
1988,3006,3256,1360,3160,772,1895,2469,4107,3794,2649,1250,3965,3194,3801,281,3664,3318,2374,2512,1748,334,3255,926,2770,2568,2358,3699,1615,3142,2585,2773,3508,3888,3464,220,3151,521,3208,0,871,4798,1334,3866,3733,2372,3204,605,895,4032,1926,3201,3395,1078,3353,4751,423,3592,3964,229,3937,3847,3892,2755,3917,3356,267,3902,4144,2216
2439,3613,3323,2223,4024,1453,2123,3340,4381,4272,3416,2101,4754,3980,4509,590,4317,4119,3241,2782,2484,585,3763,1348,3544,3438,3009,4565,2486,3778,3065,3137,3793,4759,4271,768,4016,1219,4038,871,0,5546,1427,4115,4435,2449,4068,1448,1445,4839,2754,3935,4206,791,4166,5551,1242,3839,4800,968,4646,4668,4376,3124,4748,4224,1137,4559,4605,3087
3388,2154,4230,3590,2351,4094,3986,3011,3390,2338,2149,4099,941,1635,1090,5036,1452,4221,3365,3622,4594,4982,2400,4254,4397,3157,2590,2230,3611,1938,2900,3206,3337,2677,1473,5003,3198,4338,1845,4798,5546,0,4497,3496,1173,4237,3231,4491,5083,1030,4022,1611,4128,5100,4097,682,4375,3503,1420,4862,961,1290,2283,3194,1374,2422,4564,1256,2373,3088
1140,2400,1951,1945,3516,982,700,3026,2954,2909,2522,2223,3838,3097,3412,1304,3135,4277,3087,1358,2916,1163,2436,557,3816,3207,1912,4055,2342,2596,1743,1735,2366,4384,3439,1494,3825,1014,3315,1334,1427,4497,0,2688,3331,1061,3888,1755,2225,3976,2895,2922,4325,692,4278,4642,1235,2412,4053,1562,3546,3863,3014,1725,3982,3761,1392,3375,3226,2763
1943,1856,1044,3619,4124,3174,2004,4141,283,1160,2819,4178,3423,3084,2630,3928,2187,5726,4412,1357,4951,3797,1329,2942,5496,4379,2215,4485,3970,2006,1528,1148,380,4981,3394,4069,4873,3380,3569,3866,4115,3496,2688,0,2562,1712,4937,4039,4660,3652,4643,2658,5711,3349,5664,4005,3576,276,3986,4068,2696,3722,1213,1172,3893,4371,3801,2295,1175,3970
2215,987,3153,2645,1962,2997,2813,2384,2526,1435,1158,3211,866,870,84,3953,376,3860,2742,2470,3822,3887,1313,3117,3874,2587,1439,2131,2763,768,1736,2072,2329,2646,1005,3947,2848,3248,1333,3733,4435,1173,3331,2562,0,3078,2900,3501,4130,1099,3296,573,3798,3948,3758,1490,3312,2507,1475,3824,215,1213,1422,2058,1384,2147,3517,373,1618,2367
1059,2092,890,2637,3850,1845,563,3546,1992,2231,2625,3061,3771,3134,3162,2364,2788,4983,3700,620,3811,2223,1892,1482,4599,3761,1889,4345,3043,2312,1344,1062,1447,4757,3494,2546,4357,1972,3486,2372,2449,4237,1061,1712,3078,0,4423,2712,3247,3955,3675,2831,5008,1664,4960,4532,2194,1446,4141,2596,3282,3909,2334,1067,4057,4111,2387,3004,2487,3305
3392,3116,5013,1964,941,2952,3886,878,5025,4075,2125,1971,2344,2048,2898,3482,3167,992,833,4062,1922,3526,3654,3357,1249,681,2751,1045,1608,3024,3475,3929,4586,846,1922,3306,66,3051,1567,3204,4068,3231,3888,4937,2900,4423,0,2622,2887,2204,1399,2458,909,4109,873,2746,2912,4758,1822,3106,2961,1947,4113,3904,1858,810,2946,3269,4368,1131
2099,2903,3564,914,2662,882,2180,1933,4256,3790,2361,653,3611,2859,3560,870,3491,2714,1800,2723,1180,939,3240,1236,2173,2006,2238,3187,1071,3003,2627,2901,3666,3336,3088,684,2572,747,2793,605,1448,4491,1755,4039,3501,2712,2622,0,657,3649,1321,2940,2790,1651,2748,4370,523,3774,3532,485,3692,3443,3880,2880,3494,2837,391,3719,4146,1695
2730,3559,4122,1496,3109,1486,2744,2342,4886,4446,2979,1025,4182,3448,4186,1024,4136,2748,2125,3325,1081,1154,3896,1771,2148,2358,2894,3604,1524,3655,3276,3532,4291,3674,3649,787,2848,1293,3328,895,1445,5083,2225,4660,4130,3247,2887,657,0,4200,1490,3563,2848,1932,2813,4916,1086,4392,4040,666,4315,3979,4537,3512,4013,3250,868,4360,4802,2141
2968,1927,4165,2735,1323,3396,3588,2013,3625,2534,1459,3188,234,880,1042,4290,1474,3196,2359,3384,3617,4258,2363,3633,3368,2142,2104,1231,2688,1721,2634,3037,3399,1713,568,4223,2169,3620,876,4032,4839,1030,3976,3652,1099,3955,2204,3649,4200,0,3036,1124,3105,4503,3073,721,3616,3580,434,4062,1018,260,2521,3019,364,1394,3781,1429,2706,2121
2789,3069,4428,1052,1781,1913,3112,1024,4803,4066,2188,692,3081,2467,3330,2189,3429,1404,707,3490,588,2260,3546,2338,926,948,2484,2208,673,3075,3116,3512,4264,2206,2550,1986,1362,1920,2177,1926,2754,4022,2895,4643,3296,3675,1399,1321,1490,3036,0,2735,1472,2941,1429,3714,1730,4410,2781,1786,3437,2786,4135,3487,2775,1861,1693,3610,4409,942
1863,832,3064,2074,1547,2485,2482,1856,2683,1650,586,2638,943,434,624,3432,722,3384,2208,2260,3252,3374,1330,2647,3350,2072,1013,1836,2190,653,1511,1925,2363,2342,739,3411,2401,2730,938,3201,3935,1611,2922,2658,573,2831,2458,2940,3563,1124,2735,0,3333,3501,3291,1729,2778,2545,1364,3279,752,1110,1673,1905,1273,1769,2976,877,1918,1815
4029,3936,5680,2394,1847,3346,4451,1570,5823,4919,2945,2163,3251,2937,3799,3653,4050,135,1322,4724,1770,3729,4468,3770,734,1332,3498,1909,1988,3866,4209,4650,5348,1565,2829,3442,954,3380,2468,3395,4206,4128,4325,5711,3798,5008,909,2790,2848,3105,1472,3333,0,4412,48,3614,3198,5513,2710,3245,3866,2851,4963,4625,2754,1715,3165,4164,5224,1753
1807,3050,2533,2152,3883,1187,1389,3293,3620,3600,3044,2249,4386,3623,4027,909,3778,4345,3280,2041,2822,778,3120,870,3821,3439,2511,4430,2505,3236,2423,2427,3041,4702,3948,1145,4051,1058,3775,1078,791,5100,692,3349,3948,1664,4109,1651,1932,4503,2941,3501,4412,0,4368,5192,1216,3075,4531,1289,4163,4364,3705,2417,4468,4111,1261,4021,3918,3028
3981,3890,5632,2347,1809,3299,4403,1523,5776,4874,2900,2119,3217,2895,3759,3612,4008,138,1274,4676,1735,3687,4422,3723,709,1285,3451,1882,1940,3821,4161,4602,5301,1547,2791,3401,916,3335,2429,3353,4166,4097,4278,5664,3758,4960,873,2748,2813,3073,1429,3291,48,4368,0,3588,3154,5466,2681,3204,3827,2818,4918,4577,2723,1681,3122,4123,5180,1705
3592,2449,4643,3456,1953,4104,4210,2690,3931,2848,2150,3901,806,1574,1411,5007,1845,3718,3022,3937,4300,4972,2802,4325,3965,2794,2741,1706,3400,2230,3191,3555,3803,2097,1287,4942,2723,4332,1588,4751,5551,682,4642,4005,1490,4532,2746,4370,4916,721,3714,1729,3614,5192,3588,0,4334,3977,946,4783,1320,939,2809,3539,940,1961,4500,1710,2939,2819
1654,2603,3054,992,2788,404,1670,2130,3804,3422,2226,1038,3545,2773,3379,674,3249,3134,2079,2239,1684,658,2877,714,2628,2253,1948,3332,1304,2731,2226,2454,3208,3551,3048,635,2855,224,2801,423,1242,4375,1235,3576,3312,2194,2912,523,1086,3616,1730,2778,3198,1216,3154,4334,0,3306,3561,536,3514,3436,3518,2434,3511,2995,232,3486,3775,1869
1682,1722,850,3378,3969,2906,1728,3946,547,1173,2655,3929,3355,2961,2580,3652,2137,5523,4205,1081,4704,3521,1221,2667,5275,4183,2016,4353,3737,1893,1308,901,182,4841,3284,3794,4693,3108,3435,3592,3839,3503,2412,276,2507,1446,4758,3774,4392,3580,4410,2545,5513,3075,5466,3977,3306,0,3894,3795,2658,3631,1245,925,3801,4220,3531,2271,1268,3765
3117,2196,4428,2625,1008,3384,3732,1759,3979,2898,1544,3016,648,1007,1429,4233,1840,2807,2082,3598,3369,4215,2673,3663,3023,1851,2256,811,2516,2006,2858,3285,3712,1281,647,4142,1793,3591,762,3964,4800,1420,4053,3986,1475,4141,1822,3532,4040,434,2781,1364,2710,4531,2681,946,3561,3894,0,3970,1425,265,2893,3265,93,1021,3705,1826,3093,1911
2170,3137,3478,1346,3128,928,2111,2411,4305,3956,2715,1136,4008,3243,3889,414,3775,3162,2285,2717,1559,518,3412,1137,2599,2491,2480,3659,1549,3262,2754,2963,3706,3819,3496,200,3057,694,3221,229,968,4862,1562,4068,3824,2596,3106,485,666,4062,1786,3279,3245,1289,3204,4783,536,3795,3970,0,4023,3867,4052,2944,3928,3311,310,4010,4308,2168
2430,1194,3329,2825,2020,3205,3025,2498,2641,1548,1337,3383,785,978,137,4160,525,3934,2859,2671,3973,4095,1486,3330,3979,2692,1653,2134,2925,977,1942,2265,2483,2646,1040,4149,2912,3455,1399,3937,4646,961,3546,2696,215,3282,2961,3692,4315,1018,3437,752,3866,4163,3827,1320,3514,2658,1425,4023,0,1173,1523,2252,1337,2185,3718,415,1692,2500
2896,1939,4174,2530,1063,3236,3514,1762,3714,2633,1341,2962,417,780,1170,4110,1576,2939,2105,3357,3370,4084,2410,3494,3108,1886,2031,995,2461,1745,2613,3034,3449,1492,424,4032,1911,3452,651,3847,4668,1290,3863,3722,1213,3909,1947,3443,3979,260,2786,1110,2851,4364,2818,939,3436,3631,265,3867,1173,0,2629,3014,172,1137,3592,1568,2831,1881
1939,1066,2047,3224,3218,3125,2336,3422,1122,105,2025,3824,2287,2106,1479,4035,1053,5001,3744,1745,4557,3928,641,3048,4885,3654,1684,3492,3492,1098,1316,1306,1097,4004,2360,4112,4053,3371,2610,3892,4376,2283,3014,1213,1422,2334,4113,3880,4537,2521,4135,1673,4963,3705,4918,2809,3518,1245,2893,4052,1523,2629,0,1310,2801,3442,3750,1110,275,3312
782,1095,1168,2453,3175,2030,1032,3067,1376,1205,1862,3006,2816,2272,2141,2851,1742,4628,3308,450,3780,2730,825,1849,4359,3302,1156,3608,2814,1311,434,25,792,4071,2623,2966,3838,2250,2699,2755,3124,3194,1725,1172,2058,1067,3904,2880,3512,3019,3487,1905,4625,2417,4577,3539,2434,925,3265,2944,2252,3014,1310,0,3175,3433,2664,1948,1505,2872
3036,2105,4337,2585,1015,3327,3652,1751,3886,2805,1468,2990,566,923,1339,4184,1748,2847,2082,3511,3362,4163,2580,3599,3046,1855,2173,867,2489,1913,2770,3195,3619,1350,563,4098,1827,3537,710,3917,4748,1374,3982,3893,1384,4057,1858,3494,4013,364,2775,1273,2754,4468,2723,940,3511,3801,93,3928,1337,172,2801,3175,0,1051,3659,1736,3002,1891
3052,2516,4587,2003,261,2924,3615,910,4426,3418,1574,2239,1536,1337,2135,3636,2445,1802,1155,3665,2445,3648,3051,3282,2004,914,2288,354,1767,2387,2999,3457,4042,646,1146,3501,776,3082,833,3356,4224,2422,3761,4371,2147,4111,810,2837,3250,1394,1861,1769,1715,4111,1681,1961,2995,4220,1021,3311,2185,1137,3442,3433,1051,0,3089,2520,3684,1143
1885,2828,3257,1094,2894,635,1876,2203,4032,3654,2415,1007,3720,2951,3583,547,3465,3093,2114,2460,1570,580,3109,906,2561,2305,2170,3432,1351,2952,2458,2684,3435,3622,3213,442,2892,425,2950,267,1137,4564,1392,3801,3517,2387,2946,391,868,3781,1693,2976,3165,1261,3122,4500,232,3531,3705,310,3718,3592,3750,2664,3659,3089,0,3701,4007,1950
2237,975,2976,2896,2332,3147,2803,2727,2230,1140,1434,3478,1195,1229,399,4106,243,4224,3081,2385,4119,4029,1144,3220,4220,2937,1553,2502,3049,785,1690,1958,2100,3017,1378,4120,3217,3401,1703,3902,4559,1256,3375,2295,373,3004,3269,3719,4360,1429,3610,877,4164,4021,4123,1710,3486,2271,1826,4010,415,1568,1110,1948,1736,2520,3701,0,1278,2692
2177,1340,2106,3498,3465,3380,2537,3689,1024,356,2292,4098,2472,2347,1666,4280,1261,5265,4014,1922,4831,4170,906,3287,5156,3921,1958,3720,3767,1364,1560,1497,1149,4234,2585,4363,4309,3624,2851,4144,4605,2373,3226,1175,1618,2487,4368,4146,4802,2706,4409,1918,5224,3918,5180,2939,3775,1268,3093,4308,1692,2831,275,1505,3002,3684,4007,1278,0,3583
