294,1238,652,436,195,499,295,1603,1594,997,1262,1202,0,1333,735,806,1163,704,521,174,1451,1432,609,1308,1429,896,310,735,560,269,986,1076,1152,1041,610,867,709,1262,974,1302
1535,759,1464,1148,1160,853,1341,1447,1168,1084,413,1390,1333,0,1387,978,211,772,1615,1385,1088,503,881,42,149,1336,1144,1808,1718,1066,1675,1581,1071,1535,1582,483,1203,611,1547,799
593,878,142,371,635,697,442,948,1051,458,1103,508,735,1387,0,425,1312,1144,432,583,922,1213,1109,1384,1412,196,949,510,537,693,314,343,611,306,305,1089,185,987,247,916
820,485,533,382,627,481,603,828,788,214,678,517,806,978,425,0,930,909,769,726,645,794,915,979,992,360,883,910,883,619,697,613,351,566,683,756,243,573,570,537
1386,822,1371,1031,1002,707,1205,1513,1265,1072,510,1392,1163,211,1312,930,0,564,1490,1233,1167,647,675,172,356,1290,951,1694,1587,903,1614,1543,1091,1496,1473,296,1132,693,1497,875
980,1086,1143,781,606,451,860,1694,1541,1115,910,1425,704,772,1144,909,564,0,1155,829,1411,1086,114,735,907,1209,427,1376,1227,507,1456,1457,1210,1411,1189,316,1005,1020,1379,1154
249,1254,290,467,549,787,296,1377,1478,870,1412,933,521,1615,432,769,1490,1155,0,350,1345,1551,1082,1601,1673,627,820,221,114,648,542,695,1030,677,142,1217,546,1337,592,1302
155,1189,487,344,233,532,142,1487,1509,898,1262,1070,174,1385,583,726,1233,829,350,0,1367,1423,745,1365,1468,757,470,568,402,336,817,918,1058,886,436,943,587,1235,814,1250
1446,346,1063,1025,1269,1067,1237,362,143,479,676,530,1451,1088,922,645,1167,1411,1345,1367,0,630,1454,1114,1011,739,1499,1425,1456,1249,1034,848,316,822,1227,1152,807,479,890,292
1551,369,1327,1106,1237,939,1333,992,684,798,179,1044,1432,503,1213,794,647,1086,1551,1423,630,0,1170,538,394,1097,1344,1704,1664,1170,1445,1304,718,1263,1476,772,1037,228,1301,373
893,1141,1095,740,533,438,791,1721,1588,1127,992,1427,609,881,1109,915,675,114,1082,745,1454,1170,0,845,1012,1191,319,1303,1147,440,1417,1434,1234,1389,1126,412,984,1088,1350,1210
1516,780,1457,1135,1138,833,1324,1471,1197,1092,438,1402,1308,42,1384,979,172,735,1601,1365,1114,538,845,0,191,1338,1113,1797,1703,1043,1675,1585,1085,1539,1571,452,1200,635,1549,823
1614,701,1501,1206,1249,937,1411,1373,1077,1069,353,1360,1429,149,1412,992,356,907,1673,1468,1011,394,1012,191,0,1341,1261,1857,1780,1160,1686,1576,1034,1532,1628,605,1227,546,1552,730
784,742,337,486,769,758,615,752,863,304,1009,316,896,1336,196,360,1290,1209,627,757,739,1097,1191,1338,1341,0,1075,686,731,808,349,256,438,209,497,1102,208,869,211,770
604,1229,899,589,314,436,554,1711,1640,1095,1166,1355,310,1144,949,883,951,427,820,470,1499,1344,319,1113,1261,1075,0,1038,868,270,1234,1291,1231,1251,892,661,869,1214,1196,1297
448,1383,379,663,770,997,516,1401,1549,968,1577,958,735,1808,510,910,1694,1376,221,568,1425,1704,1303,1797,1857,686,1038,0,187,869,480,669,1119,666,229,1427,669,1483,580,1424
267,1368,395,574,622,881,383,1476,1587,982,1524,1031,560,1718,537,883,1587,1227,114,402,1456,1664,1147,1703,1780,731,868,187,0,724,607,776,1141,763,235,1309,659,1451,676,1416
491,1003,661,325,103,232,353,1445,1392,829,998,1085,269,1066,693,619,903,507,648,336,1249,1170,440,1043,1160,808,270,869,724,0,991,1031,970,989,686,610,601,1011,939,1070
774,1086,336,677,921,1011,692,944,1140,648,1358,518,986,1675,314,697,1614,1456,542,817,1034,1445,1417,1675,1686,349,1234,480,607,991,0,200,762,214,404,1400,482,1217,147,1109
905,937,435,706,978,1006,781,744,947,510,1235,323,1076,1581,343,613,1543,1457,695,918,848,1304,1434,1585,1576,256,1291,669,776,1031,200,0,597,47,553,1358,452,1078,105,951
1132,349,750,719,977,815,925,487,454,163,681,328,1152,1071,611,351,1091,1210,1030,1058,316,718,1234,1085,1034,438,1231,1119,1141,970,762,597,0,561,914,998,491,500,615,355
879,898,408,664,938,960,747,737,926,467,1192,304,1041,1535,306,566,1496,1411,677,886,822,1263,1389,1539,1532,209,1251,666,763,989,214,47,561,0,535,1311,406,1037,87,914
371,1161,164,442,596,786,339,1241,1356,758,1348,796,610,1582,305,683,1473,1189,142,436,1227,1476,1126,1571,1628,497,892,229,235,686,404,553,914,535,0,1214,446,1256,450,1205
1097,813,1127,772,710,430,926,1464,1273,937,598,1260,867,483,1089,756,296,316,1217,943,1152,772,412,452,605,1102,661,1427,1309,610,1400,1358,998,1311,1214,0,920,726,1297,878
644,715,290,283,567,554,447,900,944,328,921,494,709,1203,185,243,1132,1005,546,587,807,1037,984,1200,1227,208,869,669,659,601,482,452,491,406,446,920,0,814,379,759
1354,155,1104,906,1067,788,1135,836,572,570,198,828,1262,611,987,573,693,1020,1337,1235,479,228,1088,635,546,869,1214,1483,1451,1011,1217,1078,500,1037,1256,726,814,0,1073,188
800,941,330,615,882,929,679,822,999,503,1219,384,974,1547,247,570,1497,1379,592,814,890,1301,1350,1549,1552,211,1196,580,676,939,147,105,615,87,450,1297,379,1073,0,962
1354,69,1045,907,1109,862,1135,648,397,466,386,675,1302,799,916,537,875,1154,1302,1250,292,373,1210,823,730,770,1297,1424,1416,1070,1109,951,355,914,1205,878,759,188,962,0
