395,2081,310,1911,329,412,1177,1953,2214,1375,1758,1561,1154,889,1541,908,1187,2298,324,1589,1270,469,992,954,2261,863,1262,2458,1297,2010,973,1508,537,0,885,1951,1941,1924,1447,2068,2074,1768,688,1067,367,1515,832,1069,1390,1443
1065,2594,971,2653,1072,1222,1168,2263,2479,1912,2262,1223,1090,1154,1517,33,1080,2998,1080,2268,1976,416,1870,552,2312,1636,768,2395,2073,2317,1830,1055,550,885,0,2284,2347,1922,1091,2679,1927,1756,1573,1889,1035,1213,570,1015,2144,1061
1558,559,1641,1310,1636,2197,1161,62,297,690,462,1501,1250,1150,955,2276,1284,1336,2211,986,1093,2091,2182,1786,740,2507,1790,1074,1322,83,1683,1700,1787,1951,2284,0,193,805,1549,871,1128,847,1905,1506,1584,1447,1723,1302,1243,1590
1546,371,1636,1125,1618,2156,1263,255,438,607,299,1645,1352,1196,1100,2341,1392,1143,2182,825,971,2123,2084,1871,931,2439,1904,1265,1188,262,1578,1836,1830,1941,2347,193,0,989,1683,678,1315,1018,1828,1394,1574,1588,1796,1395,1099,1723
1593,1360,1636,2021,1684,2278,786,745,778,1176,1179,836,846,1041,410,1902,845,2119,2239,1627,1596,1875,2493,1370,392,2678,1246,535,1839,765,2057,1059,1556,1924,1922,805,989,0,931,1654,328,167,2153,1926,1606,803,1367,931,1798,973
1277,2022,1259,2424,1354,1857,499,1505,1643,1517,1735,132,434,843,599,1064,378,2654,1765,1993,1809,1195,2306,571,1317,2306,335,1334,2010,1548,2016,154,931,1447,1091,1549,1683,931,0,2230,854,786,1946,1964,1271,131,645,470,2025,43
1700,337,1802,535,1744,2158,1756,933,1068,771,499,2219,1840,1558,1694,2681,1889,466,2228,508,820,2373,1874,2287,1605,2325,2392,1938,918,936,1385,2384,2130,2068,2679,871,678,1654,2230,0,1982,1661,1721,1192,1732,2156,2184,1858,802,2267
1779,1686,1807,2346,1870,2452,897,1067,1067,1486,1507,732,930,1224,544,1904,909,2447,2396,1947,1897,1952,2732,1382,558,2872,1189,482,2137,1082,2321,947,1644,2074,1927,1128,1315,328,854,1982,0,377,2382,2203,1787,724,1410,1018,2104,892
1445,1387,1484,1991,1536,2128,620,792,876,1114,1171,702,679,890,243,1737,678,2120,2084,1583,1520,1709,2369,1205,556,2535,1091,691,1760,822,1948,921,1390,1768,1756,847,1018,167,786,1661,377,0,2023,1826,1456,662,1200,765,1729,829
669,1842,704,1416,598,499,1546,1929,2199,1222,1569,2036,1561,1173,1841,1596,1609,1829,623,1213,915,1157,361,1554,2414,616,1841,2676,817,1981,367,2041,1155,688,1573,1905,1828,2153,1946,1721,2382,2023,0,539,678,1979,1420,1494,932,1954
832,1345,919,883,817,1018,1492,1542,1803,821,1109,2025,1536,1122,1695,1904,1591,1292,1118,687,425,1494,700,1713,2116,1133,1952,2413,278,1587,195,2089,1379,1067,1889,1506,1394,1926,1964,1192,2203,1826,539,0,859,1961,1579,1494,394,1983
32,1724,70,1631,85,672,906,1587,1850,1015,1397,1367,906,566,1244,1048,950,1997,645,1273,963,662,1037,890,1924,1085,1166,2141,1039,1644,829,1363,522,367,1035,1584,1574,1606,1271,1732,1787,1456,678,859,0,1312,754,832,1115,1277
1315,1935,1307,2375,1396,1922,471,1400,1527,1464,1658,66,427,841,492,1187,374,2589,1837,1944,1779,1293,2340,681,1187,2367,465,1203,1989,1441,2025,260,1014,1515,1213,1447,1588,803,131,2156,724,662,1979,1961,1312,0,740,485,1996,172
772,2066,717,2232,826,1244,599,1698,1910,1413,1738,772,525,627,958,557,522,2542,1138,1820,1559,553,1768,136,1753,1695,431,1861,1704,1752,1576,682,296,832,570,1723,1796,1367,645,2184,1410,1200,1420,1579,754,740,0,446,1754,632
833,1695,833,1993,917,1464,153,1272,1471,1107,1381,544,88,375,522,1000,119,2255,1393,1564,1356,946,1855,486,1312,1903,535,1443,1548,1324,1546,598,630,1069,1015,1302,1395,931,470,1858,1018,765,1494,1494,832,485,446,0,1569,490
1084,986,1183,521,1097,1398,1528,1288,1531,622,801,2062,1591,1198,1647,2155,1647,915,1488,309,217,1776,1073,1880,1922,1526,2076,2240,117,1326,584,2164,1606,1390,2144,1243,1099,1798,2025,802,2104,1729,932,394,1115,1996,1754,1569,0,2051
1285,2062,1263,2455,1360,1854,529,1547,1686,1550,1773,163,460,864,642,1034,404,2689,1760,2024,1836,1178,2314,551,1359,2304,299,1373,2034,1590,2031,117,922,1443,1061,1590,1723,973,43,2267,892,829,1954,1983,1277,172,632,490,2051,0
