7984,3504,3347,5639,8783,6893,7826,7423,848,3166,0,3515,7394,5838,5707,8544,4398,4013,4741,3879,4190,4994,5069,2049,3712,2920,7007,8591,8613,9557,2399,2245,8528,2218,6776,3938,5134,2996,6140,1282,7449,2562,6153,5019,8736,8224,7191,4959,7900,2496,6779,8389,5719,6716,7483,7626,7498,4507,4091,7609,2688,5387,5861,1661,4959,8263,5123,896,4818,3472,2216,2315,7372,3997,5369,5742,7337,7766,6060,5748,2350,8512,1574,931,3700,4424,3877,4028,1664,8545,7938,6524,4570,7596,807,3854,8595,3989,6721,6937
8174,439,6818,9074,8962,9952,10293,7643,3567,6632,3515,0,9798,4505,5217,11180,7088,6843,7319,6942,2042,5288,5144,3913,2466,2228,8434,8111,9413,11958,5609,1730,8609,5531,8511,6406,8168,2200,9492,3881,10506,3337,7640,4986,9334,10240,10004,3676,9999,5717,6298,10413,5517,6221,6682,7843,6929,7910,1218,10642,6201,8817,9315,5161,3584,9694,8490,2995,8317,507,5483,1760,10255,7508,4016,6084,10207,9909,5733,8581,5567,10787,4638,2997,2054,4030,2108,1207,4220,10977,9314,9681,7974,10605,2799,7338,8668,7499,6227,7267
5710,10049,6944,4803,5992,2535,517,5531,6738,6983,7394,9798,0,8007,6716,1543,3011,3442,2653,3812,8797,5606,5923,5937,7924,7695,2839,7283,4550,2181,5175,9375,6107,7625,2129,3494,2905,7751,4155,8409,2638,6480,2961,6101,5055,1410,1480,7850,1042,7916,6772,1482,6254,6789,7509,5573,7086,4645,9471,2569,6169,7720,5023,6373,7969,2924,4299,8283,6788,10060,7752,8041,1807,5884,7972,5327,1744,874,6449,2030,7899,1152,8046,8320,8321,6761,8420,9406,5866,1181,2984,3009,7647,2445,8091,6854,6146,5866,6786,5258
4138,4944,8735,9622,4829,9298,8518,3716,5177,8593,5838,4505,8007,0,1350,9550,6432,6496,6410,6966,2464,2411,2089,4312,2294,3028,5618,3679,5742,9859,6384,5671,4442,7967,6062,5687,7804,2972,9668,6951,9771,3408,5116,1921,5490,7821,8856,914,7734,8283,2038,7981,1833,1965,2207,3878,2530,8517,3361,9835,7746,10730,9923,6826,962,6639,8873,6040,9919,5010,7994,3848,9200,8798,509,2771,9134,7720,1791,7744,8145,8649,7411,6070,2562,1635,2450,3346,5011,9046,6259,9295,10030,9751,5679,9136,4491,8780,1971,3525
3002,5640,8240,8727,3764,8158,7222,2513,4936,8118,5707,5217,6716,1350,0,8259,5400,5535,5322,6066,3289,1230,929,3869,2766,3286,4269,2990,4480,8525,5734,6058,3400,7671,4730,4695,6769,3261,8686,6929,8605,3145,3792,836,4281,6478,7640,1662,6400,8009,1125,6636,483,1052,1777,2698,1829,7679,4217,8657,7202,10153,9032,6388,1787,5295,7966,6101,9283,5697,7719,4126,7992,8124,1521,1426,7925,6392,527,6612,7882,7318,7259,6137,3163,1332,3118,4184,4546,7729,4913,8205,9518,8566,5737,8587,3458,8105,1058,2243
7109,11406,7554,4904,7303,2359,1040,6981,7963,7628,8544,11180,1543,9550,8259,0,4173,4531,3883,4740,10281,7147,7465,7278,9405,9132,4285,8698,5772,1332,6206,10628,7461,8448,3622,4786,3586,9192,4125,9449,2117,7898,4493,7642,6298,2329,1464,9382,2140,8702,8291,2279,7796,8311,9011,7005,8577,5114,10923,1955,6939,7941,5048,7335,9499,4076,4614,9440,7088,11412,8579,9420,1488,6379,9510,6866,1477,2055,7986,2820,8709,1406,8994,9475,9791,8286,9897,10857,7118,821,4239,2945,8034,1846,9285,7362,7494,6363,8308,6742
5887,7283,4314,3433,6500,2981,3429,5458,3790,4304,4398,7088,3011,6432,5400,4173,0,473,402,1057,6472,4172,4473,3178,5609,5181,3582,7179,5602,5160,2181,6455,6427,4730,3016,766,1373,5251,3292,5398,3511,3935,2925,4594,5947,4008,2916,5973,3645,5046,5949,4157,5054,5930,6790,5600,6513,2585,6981,3621,3378,5628,3737,3398,6067,4584,2676,5291,4655,7284,4850,5339,3170,3529,6222,4360,3120,3491,5367,1500,5008,4149,5063,5328,5938,4878,6072,6912,2949,4149,4373,2882,5295,3567,5120,4378,6487,3508,5931,5001
6228,7016,3852,3204,6867,3126,3839,5779,3453,3837,4013,6843,3442,6496,5535,4531,473,0,875,636,6355,4318,4606,2964,5507,5023,4020,7470,6025,5568,1733,6120,6775,4260,3475,848,1384,5097,3172,4971,3675,3792,3330,4711,6354,4475,3210,5978,4109,4574,6157,4623,5219,6133,7000,5930,6750,2254,6810,3804,2906,5223,3510,2941,6065,5047,2441,4909,4254,7012,4381,5111,3430,3109,6252,4585,3386,3953,5545,1762,4537,4587,4611,4944,5810,4905,5953,6741,2648,4559,4828,2939,4858,3763,4756,3932,6837,3088,6134,5309
5616,7532,4709,3660,6203,2907,3090,5208,4101,4702,4741,7319,2653,6410,5322,3883,402,875,0,1439,6602,4092,4402,3407,5731,5350,3220,6953,5253,4820,2571,6756,6147,5131,2631,914,1483,5417,3437,5770,3411,4102,2602,4536,5612,3611,2701,6004,3251,5448,5801,3762,4951,5788,6638,5341,6338,2895,7153,3503,3779,5978,3960,3791,6104,4193,2918,5630,5004,7536,5251,5562,2985,3894,6231,4206,2929,3099,5250,1363,5409,3780,5453,5668,6078,4898,6205,7085,3242,3808,3990,2888,5669,3437,5446,4760,6206,3873,5788,4764
6862,7077,3275,2664,7503,3038,4158,6407,3436,3276,3879,6942,3812,6966,6066,4740,1057,636,1439,0,6636,4865,5141,3168,5812,5264,4638,8087,6653,5865,1486,6068,7410,3814,4069,1442,1258,5342,2746,4710,3596,4069,3963,5235,6987,4949,3336,6396,4571,4110,6735,5087,5772,6708,7578,6561,7343,1643,7018,3747,2385,4587,2968,2599,6475,5632,1908,4768,3618,7067,3940,5253,3497,2477,6693,5177,3464,4407,6106,1920,4088,4964,4267,4800,6083,5351,6235,6948,2725,4869,5428,2739,4238,3727,4660,3322,7472,2456,6710,5935
6289,2481,7464,9107,7053,9451,9312,5784,3803,7294,4190,2042,8797,2464,3289,10281,6472,6355,6602,6636,0,3628,3413,3486,876,1410,6982,6098,7670,10875,5590,3367,6686,6407,7203,5717,7739,1327,9360,5049,9983,2569,6269,3233,7528,8991,9285,1667,8807,6673,4321,9163,3650,4244,4653,5976,4922,7932,929,10091,6623,9518,9384,5587,1563,8184,8426,4089,8848,2548,6399,1881,9584,7855,1981,4356,9527,8746,3815,7954,6524,9666,5666,4111,557,2286,402,901,4065,9946,7795,9294,8728,10031,3765,7940,6742,7841,4250,5457
3060,5675,7213,7518,3870,6938,6119,2497,4168,7105,4994,5288,5606,2411,1230,7147,4172,4318,4092,4865,3628,0,322,3002,2877,3114,3396,3631,4125,7515,4650,5779,3577,6782,3730,3475,5539,3121,7460,6264,7393,2513,2774,495,4071,5520,6452,2308,5395,7129,1945,5686,911,1902,2767,2704,2631,6490,4496,7450,6159,9067,7824,5426,2435,4562,6756,5532,8172,5719,6844,3870,6800,7002,2375,817,6733,5365,1258,5389,7013,6298,6483,5571,3318,1343,3340,4447,3623,6668,4173,6977,8471,7362,5180,7527,3643,6982,1905,2050
3098,5541,7407,7800,3906,7256,6436,2543,4258,7293,5069,5144,5923,2089,929,7465,4473,4606,4402,5141,3413,322,0,3121,2702,3013,3669,3523,4281,7820,4864,5727,3591,6923,4029,3766,5843,3011,7757,6328,7713,2541,3074,191,4190,5814,6774,2023,5697,7267,1758,5979,686,1707,2554,2749,2466,6759,4300,7771,6358,9286,8105,5592,2152,4809,7038,5564,8401,5589,6980,3800,7122,7236,2067,948,7055,5671,1043,5705,7147,6604,6584,5602,3139,1134,3147,4255,3768,6980,4420,7289,8674,7683,5207,7734,3655,7217,1711,2131
5944,4128,4429,5630,6739,6090,6420,5385,1201,4292,2049,3913,5937,4312,3869,7278,3178,2964,3407,3168,3486,3002,3121,0,2698,2098,5072,6631,6583,8115,2153,3503,6491,3807,4940,2494,4328,2177,5876,3330,6639,969,4218,3104,6692,6539,6091,3553,6255,4149,4873,6710,3798,4817,5632,5587,5586,4461,3857,6765,3434,6418,5912,2536,3599,6349,4941,2743,5622,4134,3861,2161,6348,4531,3921,3716,6298,6145,4151,4676,4027,6978,3484,2784,2929,2718,3088,3787,699,7118,6004,5874,5722,6721,2439,4824,6558,4514,4821,4895
5708,2881,6868,8328,6497,8590,8439,5178,3193,6706,3712,2466,7924,2294,2766,9405,5609,5507,5731,5812,876,2877,2702,2698,0,792,6172,5712,6982,10010,4839,3391,6146,5916,6361,4851,6891,720,8549,4726,9120,1747,5436,2535,6881,8144,8410,1382,7952,6207,3868,8316,3051,3792,4336,5378,4529,7159,1632,9225,5971,8915,8610,4961,1337,7395,7631,3790,8198,2935,5923,1562,8711,7162,1787,3649,8653,7887,3274,7086,6062,8803,5258,3818,441,1573,498,1579,3322,9076,7008,8446,8151,9164,3437,7322,6206,7148,3798,4810
6103,2583,6106,7702,6908,8142,8202,5553,2429,5941,2920,2228,7695,3028,3286,9132,5181,5023,5350,5264,1410,3114,3013,2098,792,0,6206,6275,7232,9828,4181,2772,6577,5127,6302,4444,6402,83,7973,3944,8684,1248,5418,2876,7185,8050,8051,2116,7825,5416,4411,8223,3488,4337,4961,5758,5103,6526,1803,8800,5234,8157,7977,4209,2092,7466,7027,3017,7461,2621,5133,846,8333,6452,2530,3927,8279,7744,3760,6678,5270,8639,4466,3047,857,1976,1029,1735,2656,8866,7086,7955,7383,8748,2660,6569,6640,6438,4343,5142
2878,8773,7852,6714,3237,5048,3270,2698,6190,7821,7007,8434,2839,5618,4269,4285,3582,4020,3220,4638,6982,3396,3669,5072,6172,6206,0,4444,2045,4305,5430,8510,3303,8041,755,3444,4471,6238,6292,8236,5315,5192,856,3860,2453,2230,4164,5692,2218,8382,4077,2380,3786,4106,4749,2734,4302,6094,7803,5290,6856,9198,6994,6606,5821,1282,6023,7794,8224,8804,8146,6796,4527,7111,5705,2847,4458,2255,3894,3818,8315,3134,8138,7835,6609,4723,6660,7748,5344,3620,932,5357,8876,5173,7506,7952,3348,7090,4103,2466
1591,8545,10774,10607,1701,9377,7703,1790,7781,10678,8591,8111,7283,3679,2990,8698,7179,7470,6953,8087,6098,3631,3523,6631,5712,6275,4444,0,3236,8496,8177,9047,1371,10410,5174,6646,8419,6248,10364,9845,9702,6048,4545,3575,2754,6469,8576,4437,6571,10758,1865,6579,2879,1938,1483,1715,1183,9724,7017,9695,9712,12538,10909,9039,4535,4797,9855,9055,11606,8606,10474,7116,8942,10429,4126,3007,8872,6643,2553,7976,10643,7437,10105,9092,6078,4319,6006,6996,7252,7978,4529,9599,12002,9582,8693,11048,1370,10408,1932,2191
1775,9800,9817,8752,1603,6963,4871,2045,7768,9775,8613,9413,4550,5742,4480,5772,5602,6025,5253,6653,7670,4125,4281,6583,6982,7232,2045,3236,0,5363,7319,9811,1869,9891,2744,5381,6514,7242,8306,9882,7163,6451,2706,4451,531,3449,5995,6126,3647,10239,3781,3524,4051,3842,4141,1916,3644,8136,8573,7111,8797,11229,9030,8445,6254,1699,8067,9320,10256,9844,9988,7952,6343,9130,5998,3334,6276,3763,3974,5835,10159,4413,9885,9361,7420,5413,7424,8530,6988,4989,1566,7323,10882,6988,8999,9947,1879,9109,3837,2237
6912,12218,8816,6234,6958,3690,1731,6890,8915,8880,9557,11958,2181,9859,8525,1332,5160,5568,4820,5865,10875,7515,7820,8115,10010,9828,4305,8496,5363,0,7289,11556,7178,9641,3797,5674,4791,9881,5457,10537,3439,8629,4748,8006,5893,2079,2742,9811,2125,9911,8380,1943,8045,8411,9024,6875,8558,6396,11585,3270,8147,9269,6380,8461,9935,3703,5920,10449,8407,12231,9771,10206,2813,7663,9887,7100,2796,2150,8184,3964,9908,1217,10132,10486,10418,8753,10508,11522,8045,1012,3970,4275,9343,3166,10265,8647,7201,7647,8407,6741
7172,5703,2602,3531,7898,4495,5564,6656,2045,2520,2399,5609,5175,6384,5734,6206,2181,1733,2571,1486,5590,4650,4864,2153,4839,4181,5430,8177,7319,7289,0,4612,7734,2619,5005,1997,2736,4263,3885,3249,5052,3122,4636,4906,7570,6180,4818,5678,5822,2955,6594,6332,5545,6552,7413,6837,7270,2352,5835,5210,1540,4422,3800,1223,5733,6576,2894,3284,3553,5686,2730,4004,4983,2414,6028,5171,4950,5670,5900,3389,2896,6320,2882,3316,5034,4754,5201,5766,1525,6282,6311,4142,3829,5197,3190,2879,7800,2396,6555,6159
8824,1507,5313,7867,9633,9102,9838,8266,2667,5124,2245,1730,9375,5671,6058,10628,6455,6120,6756,6068,3367,5779,5727,3503,3391,2772,8510,9047,9811,11556,4612,0,9316,3950,8433,5882,7326,2799,8385,2228,9660,3364,7666,5608,9824,10041,9329,4767,9752,4093,7183,10212,6247,7109,7714,8472,7872,6748,2792,9814,4850,7244,8079,3875,4709,9792,7368,1474,6834,1448,3885,1938,9534,6151,5162,6595,9494,9636,6528,7881,3947,10449,3017,1460,3116,4743,3248,2754,3514,10549,9432,8753,6391,9795,1438,5842,9380,6145,7115,7829
562,9027,10329,9797,394,8338,6495,1107,7687,10254,8528,8609,6107,4442,3400,7461,6427,6775,6147,7410,6686,3577,3591,6491,6146,6577,3303,1371,1869,7178,7734,9316,0,10144,4056,6000,7564,6567,9471,9808,8617,6090,3589,3708,1384,5186,7467,5034,5321,10496,2407,5284,3100,2482,2485,909,2013,9011,7615,8593,9272,11965,10092,8721,5151,3475,9064,9104,11008,9081,10222,7383,7829,9840,4806,2790,7760,5408,2878,7024,10394,6158,9961,9144,6556,4612,6517,7583,7037,6714,3238,8615,11502,8476,8755,10547,67,9819,2476,1603
9584,5419,1425,4432,10346,6380,7958,9042,2790,1240,2218,5531,7625,7967,7671,8448,4730,4260,5131,3814,6407,6782,6923,3807,5916,5127,8041,10410,9891,9641,2619,3950,10144,0,7624,4616,4863,5204,5132,1747,6891,4583,7233,6911,10110,8734,6991,7114,8364,352,8678,8879,7603,8623,9439,9235,9389,3547,6260,7076,1515,3296,4565,1446,7125,9195,4181,2537,2933,5370,132,4529,7066,2525,7518,7438,7050,8204,7957,5677,278,8777,950,2537,5918,6462,6095,6200,3159,8660,8928,5881,2446,7100,2756,1946,10211,2527,8627,8543
3621,8825,7327,6013,3992,4293,2589,3407,5990,7310,6776,8511,2129,6062,4730,3622,3016,3475,2631,4069,7203,3730,4029,4940,6361,6302,755,5174,2744,3797,5005,8433,4056,7624,0,3009,3783,6343,5564,7964,4561,5201,956,4217,3182,1796,3414,6036,1672,7957,4673,1965,4253,4695,5390,3459,4960,5451,7979,4539,6364,8579,6288,6210,6162,1577,5340,7601,7605,8850,7735,6818,3778,6518,6095,3309,3709,1662,4408,3091,7901,2588,7798,7642,6789,5005,6858,7920,5118,3015,1360,4608,8299,4423,7337,7391,4102,6497,4692,3129
5447,6622,4437,4052,6114,3744,3956,4979,3247,4394,3938,6406,3494,5687,4695,4786,766,848,914,1442,5717,3475,3766,2494,4851,4444,3444,6646,5381,5674,1997,5882,6000,4616,3009,0,2121,4512,3995,5040,4269,3196,2676,3876,5671,4296,3613,5211,3964,4952,5309,4458,4372,5285,6152,5138,5906,3084,6247,4374,3420,5965,4358,3201,5304,4579,3289,4814,5008,6627,4726,4648,3889,3840,5466,3740,3835,3829,4697,2238,4893,4587,4808,4853,5186,4120,5317,6179,2372,4667,4315,3646,5535,4315,4606,4588,6063,3819,5286,4501
7045,8317,4054,2246,7592,1787,3153,6660,4689,4105,5134,8168,2905,7804,6769,3586,1373,1384,1483,1258,7739,5539,5843,4328,6891,6402,4471,8419,6514,4791,2736,7326,7564,4863,3783,2121,0,6477,1954,5919,2344,5174,3979,5966,6919,4210,2138,7329,3820,5123,7282,4323,6414,7267,8119,6784,7821,1761,8183,2491,3359,4892,2534,3782,7420,5237,1557,6020,3935,8309,4994,6457,2261,2980,7587,5688,2233,3644,6720,875,5126,4025,5422,6052,7194,6241,7337,8113,3949,3830,5112,1555,4754,2469,5918,3949,7620,2962,7267,6228
6097,2564,6187,7784,6900,8215,8259,5549,2511,6022,2996,2200,7751,2972,3261,9192,5251,5097,5417,5342,1327,3121,3011,2177,720,83,6238,6248,7242,9881,4263,2799,6567,5204,6343,4512,6477,0,8052,4009,8755,1316,5454,2871,7190,8095,8117,2059,7873,5492,4385,8268,3473,4311,4924,5753,5073,6607,1737,8871,5317,8239,8059,4291,2031,7495,7108,3079,7544,2604,5209,886,8401,6535,2472,3931,8346,7793,3740,6747,5346,8691,4538,3108,774,1959,946,1669,2738,8921,7114,8030,7464,8818,2723,6651,6629,6521,4317,5142
8964,9571,3899,819,9478,1770,4180,8596,5925,4029,6140,9492,4155,9668,8686,4125,3292,3172,3437,2746,9360,7460,7757,5876,8549,7973,6292,10364,8306,5457,3885,8385,9471,5132,5564,3995,1954,8052,0,6593,2078,6802,5883,7871,8743,5565,2813,9132,5189,5285,9231,5635,8346,9215,10070,8714,9775,1649,9691,2268,3702,3839,923,4533,9214,6888,1017,6954,3052,9550,5260,7879,2655,2657,9417,7638,2681,5014,8659,2474,5342,5081,5927,6978,8805,8071,8961,9621,5356,4689,6825,1194,4042,2345,6947,3555,9526,2649,9216,8173
9265,3723,3154,5972,10064,7604,8809,8704,2129,2965,1282,3881,8409,6951,6929,9449,5398,4971,5770,4710,5049,6264,6328,3330,4726,3944,8236,9845,9882,10537,3249,2228,9808,1747,7964,5040,5919,4009,6593,0,8146,3798,7385,6270,10013,9334,8041,6049,8993,1865,8018,9493,6968,7953,8699,8907,8737,4948,4743,8319,2900,5025,6145,2143,6033,9478,5591,960,4674,3669,1669,3198,8180,4131,6463,7020,8152,8851,7303,6629,1721,9547,798,942,4626,5623,4795,4689,2902,9529,9162,7168,4170,8323,1293,3681,9874,4129,7958,8218
8175,10661,5808,2891,8542,558,2459,7915,7032,5913,7449,10506,2638,9771,8605,2117,3511,3675,3411,3596,9983,7393,7713,6639,9120,8684,5315,9702,7163,3439,5052,9660,8617,6891,4561,4269,2344,8755,2078,8146,0,7442,5178,7864,7656,3977,1168,9408,3650,7098,8907,4000,8192,8908,9707,7990,9335,3367,10479,192,5385,5917,2992,6005,9510,5561,2772,8325,5120,10653,7023,8785,832,4577,9621,7345,894,3495,8453,2048,7131,3283,7575,8356,9449,8299,9583,10409,6290,2796,5602,1016,6100,273,8242,5533,8663,4564,8907,7569
5568,3628,5335,6585,6377,6903,6982,5004,1805,5189,2562,3337,6480,3408,3145,7898,3935,3792,4102,4069,2569,2513,2541,969,1747,1248,5192,6048,6451,8629,3122,3364,6090,4583,5201,3196,5174,1316,6802,3798,7442,0,4367,2473,6483,6908,6803,2609,6663,4910,4221,7081,3170,4157,4921,5210,4940,5420,3051,7556,4368,7349,6870,3421,2647,6472,5885,3023,6573,3651,4620,1617,7085,5494,2990,3309,7031,6572,3505,5431,4777,7452,4116,3062,2020,1882,2167,2983,1641,7655,6103,6729,6630,7502,2668,5751,6156,5478,4162,4540
3084,7968,7111,6220,3614,4834,3453,2755,5335,7070,6153,7640,2961,5116,3792,4493,2925,3330,2602,3963,6269,2774,3074,4218,5436,5418,856,4545,2706,4748,4636,7666,3589,7233,956,2676,3979,5454,5883,7385,5178,4367,0,3261,3024,2749,4083,5080,2624,7578,3817,2916,3319,3831,4575,2852,4175,5497,7061,5184,6095,8550,6512,5792,5206,2131,5498,6938,7578,7997,7335,5978,4450,6439,5140,2380,4380,2604,3494,3446,7506,3535,7301,6979,5868,4054,5930,7003,4491,3937,1788,5059,8180,5076,6651,7243,3644,6418,3829,2391
3227,5387,7430,7897,4032,7401,6614,2678,4219,7312,5019,4986,6101,1921,836,7642,4594,4711,4536,5235,3233,495,191,3104,2535,2876,3860,3575,4451,8006,4906,5608,3708,6911,4217,3876,5966,2871,7871,6270,7864,2473,3261,0,4348,6004,6935,1832,5884,7253,1770,6168,700,1713,2537,2882,2487,6843,4125,7924,6387,9328,8202,5598,1961,4999,7137,5488,8452,5435,6965,3675,7281,7291,1881,1123,7215,5857,1048,5849,7131,6790,6547,5525,2970,962,2973,4080,3764,7163,4610,7424,8703,7837,5128,7768,3772,7272,1717,2282
1395,9731,10103,9163,1085,7440,5387,1776,7888,10052,8736,9334,5055,5490,4281,6298,5947,6354,5612,6987,7528,4071,4190,6692,6881,7185,2453,2754,531,5893,7570,9824,1384,10110,3182,5671,6919,7190,8743,10013,7656,6483,3024,4348,0,3978,6489,5941,4169,10460,3483,4055,3880,3549,3758,1612,3265,8506,8444,7608,9070,11574,9446,8665,6067,2228,8466,9410,10602,9778,10203,7935,6840,9463,5782,3259,6773,4280,3760,6269,10375,4943,10057,9450,7313,5308,7304,8403,7139,5518,2076,7784,11197,7486,9080,10256,1385,9442,3543,2073
4878,10536,8181,6201,5003,3930,1527,4824,7492,8202,8224,10240,1410,7821,6478,2329,4008,4475,3611,4949,8991,5520,5814,6539,8144,8050,2230,6469,3449,2079,6180,10041,5186,8734,1796,4296,4210,8095,5565,9334,3977,6908,2749,6004,3978,0,2855,7828,390,9043,6301,173,5996,6332,6946,4818,6483,5970,9754,3882,7334,9081,6427,7402,7954,1750,5670,9088,8136,10557,8856,8520,3149,7182,7876,5052,3091,567,6120,3346,9011,972,9058,9128,8568,6801,8641,9693,6607,1540,1948,4418,8963,3757,8856,8135,5215,7162,6329,4662
7034,10199,6091,3543,7383,1085,1382,6794,6663,6164,7191,10004,1480,8856,7640,1464,2916,3210,2701,3336,9285,6452,6774,6091,8410,8051,4164,8576,5995,2742,4818,9329,7467,6991,3414,3613,2138,8117,2813,8041,1168,6803,4083,6935,6489,2855,0,8565,2510,7242,7863,2896,7207,7869,8646,6861,8258,3656,9854,1126,5480,6557,3722,5913,8674,4398,3180,8086,5675,10200,7123,8252,367,4923,8746,6328,297,2348,7448,1448,7251,2272,7560,8120,8769,7453,8890,9786,5850,1887,4434,1622,6603,1009,7954,5907,7511,4907,7868,6467
